ArtistAndTitle,Streams,Daily
Mustard - Pure Water,728239093,170916
Fall Out Boy - Thnks fr th Mmrs,728101972,492772
Lil Mosey - Noticed,728075169,118924
MEDUZA - Paradise,727928613,197808
Bad Bunny - Party,727881770,327987
The Rolling Stones - (I Can't Get No) Satisfaction,726396558,416779
Iggy Azalea - Fancy,725967813,179710
Guns N' Roses - Knockin' On Heaven's Door,725930125,413878
"Kendrick Lamar - Bitch, Don’t Kill My Vibe",725207230,412063
DMX - X Gon' Give It To Ya,725080103,305468
Pinkfong - Baby Shark,724904556,419915
Meghan Trainor - Made You Look,724663188,421701
Morgan Wallen - Wasted On You,724436907,838639
ATB - Your Love (9PM),723714564,346682
Lana Del Rey - West Coast,723700141,873982
Fitz and The Tantrums - Out of My League,723621084,695502
No Doubt - Don't Speak,723566241,519225
Young Thug - pick up the phone,723200178,239427
Bad Bunny - WHERE SHE GOES,722767634,476123
Ed Sheeran - Supermarket Flowers,722703027,179915
Pink Floyd - Wish You Were Here,722606997,320383
Rae Sremmurd - This Could Be Us,721663808,326545
Shakira - Te Felicito,721657757,201693
Maluma - 11 PM,721242194,180073
Jason Derulo - Talk Dirty,720807199,255134
Kanye West - Runaway,720711045,599572
LMFAO - Party Rock Anthem,720654683,413981
BTS - Life Goes On,720511763,294024
TV Girl - Not Allowed,720317262,1122642
Imagine Dragons - It's Time,720246259,295038
Bad Bunny - La Difícil,719975175,194129
Fort Minor - Remember the Name,719972388,287990
Arcángel - La Jumpa,719871482,333238
Bad Bunny - TE MUDASTE,719811406,232125
Flo Rida - GDFR,719074779,217015
Nirvana - Heart-Shaped Box,718975661,474972
Jason Mraz - Lucky,718178923,211732
Jason Derulo - Take You Dancing,717789956,169529
Dalex - Pa Mí,717597354,193521
Kanye West - I Wonder,716791038,624169
Neil Diamond - Sweet Caroline,716761832,366710
U2 - I Still Haven't Found What I'm Looking For,716415870,476495
Queen - We Are The Champions,715540598,329185
Frank Ocean - Nights,715471755,376783
Playboi Carti - Sky,715460090,529654
The Cure - Boys Don't Cry,715106591,484340
Taylor Swift - Lavender Haze,714847402,415023
Michael Jackson - Smooth Criminal,714413875,412051
Corinne Bailey Rae - Put Your Records On,714332468,398511
Tainy - Adicto,714169241,268464
Jay Sean - Down,714123694,358414
Luke Combs - Hurricane,714046980,556679
DJ Khaled - POPSTAR,713882823,142466
Metro Boomin - Superhero (Heroes & Villains) [with Future & Chris Brown],712976009,777363
JACKBOYS - OUT WEST,712292016,255814
Rise Against - Savior,712168376,433863
Big Sean - Bounce Back,711945218,71896
Eminem - Lucky You,711314592,198762
Becky G - Mayores,711246674,201468
Dalex - Hola,711096270,236275
The Cranberries - Linger,710712512,842918
Mac Miller - The Spins,710541287,926866
Black Eyed Peas - Pump It,710525645,572198
Lil Baby - Freestyle,710463377,427148
Jimi Hendrix - All Along the Watchtower,710075571,386048
Tom Petty - Free Fallin',710026932,413876
Kali Uchis - Moonlight,709597839,927062
Reik - Me Niego,709530184,146636
Lady Gaga - Telephone,709465967,465963
Maroon 5 - Cold,709261793,188188
Phil Collins - In The Air Tonight,709249810,355618
Joji - YEAH RIGHT,709162983,181285
Don Toliver - After Party,708884213,239873
Kesha - Die Young,708868392,386162
Jhayco - CÓMO SE SIENTE,708019619,254174
Enrique Iglesias - SUBEME LA RADIO,707994549,213452
Chase Atlantic - Swim,707955003,518504
Kendrick Lamar - PRIDE.,707608714,903467
Rascal Flatts - Life is a Highway,706848503,
Imagine Dragons - Warriors,706434831,263591
Camila Cabello - My Oh My,705670555,219291
Kendrick Lamar - Alright,705269995,592522
Sia - Cheap Thrills,705158202,683278
Russ - Losin Control,704808412,157318
Kanye West - I Love It (& Lil Pump),704147341,135915
Mora - Volando,704101150,246393
blackbear - idfc,703974683,108910
AC/DC - T.N.T.,703749869,439847
BLACKPINK - DDU-DU DDU-DU,703678614,223377
Adele - Skyfall,703128531,965666
Cage The Elephant - Ain't No Rest For The Wicked,703040449,385270
Selena Gomez - Good For You,702769047,140283
Luis Miguel - Ahora Te Puedes Marchar,702753775,408679
Rihanna - Where Have You Been,702741597,381252
John Mayer - New Light,702577630,204542
Bad Bunny - PERRO NEGRO,702523467,1620441
Fugees - Killing Me Softly With His Song,702175307,377927
Khalid - 8TEEN,702150652,326842
Myke Towers - Bandido,701658140,167606
Chris Brown - Go Crazy,701277219,244877
Manuel Turizo - Una Lady Como Tú,701261534,193440
Whitney Houston - I Will Always Love You,701025642,299439
Coldplay - Magic,700847891,169446
Lost Frequencies - Reality,700815051,423585
Sam Smith - Fire On Fire,700611719,314050
Fleetwood Mac - Landslide,700426253,354919
Dave - Sprinter,700298001,909226
Zac Brown Band - Chicken Fried,700018474,396937
Carlos Vives - La Bicicleta,699741549,255457
Mumford & Sons - I Will Wait,699614651,259612
Skillet - Monster,698941963,586259
5 Seconds of Summer - She Looks So Perfect,698478695,295366
Rihanna - Disturbia,697782230,502888
Alesso - Heroes (we could be),697732330,211602
Jung Kook - Standing Next to You,696529947,2045012
Radiohead - No Surprises,696177559,666536
Far East Movement - Like A G6,695321102,363509
Travis Scott - Antidote,695191874,186993
Anuel AA - Sola (Remix),694870355,239411
Avicii - Lonely Together,694760450,153082
Linkin Park - One Step Closer,694643912,783769
Sech - Otro Trago,694093897,108275
zzoilo - Mon Amour,692839605,293897
Soundgarden - Black Hole Sun,692615667,434065
Los Enanitos Verdes - Lamento Boliviano,692577079,548784
BoyWithUke - Toxic,692562471,285243
Metro Boomin - Too Many Nights,691888311,1001698
Pitbull - Feel This Moment,691636202,517323
Green Day - Good Riddance (Time of Your Life),691250238,386274
Katy Perry - Never Really Over,691226839,137728
Peso Pluma - LADY GAGA,691164477,756633
Justin Bieber - Anyone,691039597,188192
Grupo Frontera - QUE VUELVAS,690668053,609293
Selena Gomez - Hands To Myself,690194529,134154
Kelly Clarkson - Because of You,690162974,222361
Mac Miller - Self Care,690141750,254893
Train - Drive By,689863251,760638
Junior H - El Azul,689639251,538659
The Beatles - Let It Be,688986355,379024
Nelly Furtado - Maneater,688975370,813550
Tiësto - Don't Be Shy,688931560,305726
Playboi Carti - Shoota,688611832,258998
Kodak Black - Roll in Peace,688390375,232442
fun. - Some Nights,688058512,183960
America - A Horse with No Name,687828672,366203
Ed Sheeran - Dive,687682315,145070
Charlie Puth - How Long,687641270,165391
Lana Del Rey - Born To Die,687252165,595286
Bill Withers - Lovely Day,687012810,719451
Dire Straits - Walk Of Life,686939235,464632
5 Seconds of Summer - Teeth,686698185,384166
AJR - Weak,686621051,100484
P!nk - Raise Your Glass,686022127,352623
Lana Del Rey - Doin' Time,685458493,530321
mgk - Bad Things,685229888,142256
Lana Del Rey - Summertime Sadness (Lana Del Rey Vs. Cedric Gervais),684453983,326493
Tyla - Water,684009724,1516551
mgk - my ex's best friend,683996182,198144
Juice WRLD - Legends,682747861,165584
Migos - Stir Fry,682394887,218946
Anitta - Downtown,682366133,463181
Blue Swede - Hooked On A Feeling,682365117,479070
Jack Harlow - Lovin On Me,682136607,1267981
Troye Sivan - Strawberries & Cigarettes,681870198,262726
Kanye West - All Of The Lights,681507328,363470
Yot Club - YKWIM?,681494211,525721
Central Cee - Doja,681447286,604956
Justin Bieber - Friends,681170604,101555
Harry Styles - Lights Up,681022228,101440
NewJeans - OMG,680297421,539140
Baby Keem - ORANGE SODA,680217173,400632
Stromae - Alors on danse,679429089,394023
Cheat Codes - No Promises,679278764,70443
Travis Scott - FE!N,679020753,2273454
Kanye West - Homecoming,678968153,563559
"$uicideboy$ - ...And to Those I Love, Thanks for Sticking Around",678441312,380455
Joel Adams - Please Don't Go,678397634,69409
Marshmello - Here With Me,678074570,187138
Linkin Park - Faint,677891802,943898
BTS - Permission to Dance,677588741,209457
Tame Impala - Borderline,677457754,618636
Natanael Cano - AMG,677450591,361722
Cheat Codes - Sex,676878687,46621
Daryl Hall & John Oates - Rich Girl,676115149,1224516
The Calling - Wherever You Will Go,675882956,366026
Manu Chao - Me Gustas Tu,675343893,643836
Jeremih - oui,674821164,200165
The Weeknd - Is There Someone Else?,674635083,608476
Stealers Wheel - Stuck In The Middle With You,674586468,611350
Alan Walker - On My Way,674421211,501676
Nio Garcia - La Jeepeta,673877711,162695
iñigo quintero - Si No Estás,673747608,904838
Ozzy Osbourne - Crazy Train,673418302,345232
A$AP Rocky - Everyday,673415599,450743
Mac DeMarco - My Kind of Woman,673162529,507804
Kendrick Lamar - LOYALTY. FEAT. RIHANNA.,673014620,388084
Kordhell - MURDER IN MY MIND,672924821,519529
Bebe Rexha - I'm a Mess,672923788,121038
Bad Bunny - Ignorantes,672896256,146094
Ne-Yo - Miss Independent,672220773,529532
Pink Sweat$ - At My Worst (Nikhita Gandhi Remix),672149187,212521
Britney Spears - Gimme More,672066376,542422
Peso Pluma - PRC,671962860,358629
Lil Dicky - Freaky Friday,671801528,159595
Taylor Swift - We Are Never Ever Getting Back Together,671788368,204616
Lana Del Rey - Young And Beautiful [Lana Del Rey vs. Cedric Gervais],671768782,274838
Rex Orange County - Best Friend,671714145,215619
Calvin Harris - Giant,671453119,131798
One Direction - 18,670727184,315835
Sia - The Greatest,670111550,83558
Labrinth - Still Don't Know My Name,669885303,404246
Audioslave - Like A Stone,668870376,558872
Taylor Swift - Getaway Car,668856247,396792
Lil Uzi Vert - Just Wanna Rock,668723058,353502
Little Mix - Secret Love Song,668610628,237115
"Sofía Reyes - 1, 2, 3",668556376,117951
Dua Lipa - Love Again,668527562,370783
Taylor Swift - You Belong With Me (Taylor’s Version),668477099,717703
Travie McCoy - Billionaire,668253473,325512
P!nk - Try,668096278,595288
Soulja Boy - Kiss Me Thru The Phone,667569917,505218
Lana Del Rey - Brooklyn Baby,667416338,624145
Marshmello - Be Kind,666557037,197261
Billie Eilish - watch,666310426,350216
The Vamps - All Night,666171405,121087
José Feliciano - Feliz Navidad,666144702,17945
Flo Rida - Good Feeling,666006345,445887
Culture Club - Karma Chameleon,665931402,422267
Beyoncé - Single Ladies (Put a Ring on It),665822238,283900
X Ambassadors - Unsteady,665638707,191774
Rauw Alejandro - Fantasias,665191265,167475
Waka Flocka Flame - No Hands,664768180,293506
Xavi - La Diabla,663880166,1406107
Lil Uzi Vert - Money Longer,663760120,219980
Chris Jedi - Ahora Dice,663618157,213498
50 Cent - 21 Questions,663237371,436017
Extreme - More Than Words,663034218,297763
Rauw Alejandro - LOKERA,662841456,747257
Jason Derulo - Trumpets,662808834,122785
The Rolling Stones - Start Me Up,662797489,488021
Kelly Clarkson - Stronger (What Doesn't Kill You),662574201,291288
Carlos Vives - Robarte un Beso,662331273,504601
Bacilos - Caraluna,662272312,295402
Taylor Swift - Midnight Rain,661605114,377845
G-Eazy - No Limit,661519203,96259
Marc Seguí - Tiroteo,661428614,647611
Øneheart - snowfall,661132533,908112
Dolly Parton - Jolene,661121209,530999
Zion & Lennox - Yo Voy,660886724,425272
Anuel AA - Hasta Que Dios Diga,660690335,297033
Daddy Yankee - Dura,660687308,135639
Natalia Lafourcade - Hasta la Raíz,660570376,344591
grandson - Blood // Water,660300444,258744
21 Savage - Runnin,659724688,730365
Rae Sremmurd - Swang,659592936,159313
John Lennon - Imagine,659100646,242927
Depeche Mode - Enjoy the Silence,658424334,646753
BLACKPINK - Shut Down,658208848,383589
Cascada - Everytime We Touch,657798126,435798
T-Pain - Buy U a Drank (Shawty Snappin'),657792983,305828
R3HAB - All Around The World (La La La),657570380,325068
3 Doors Down - Here Without You,657422808,339011
Sam Smith - Lay Me Down,657329752,88223
Lil Baby - Pure Cocaine,656844362,
Kodak Black - Tunnel Vision,656700718,207357
Enrique Iglesias - DUELE EL CORAZON,656172046,193682
Bruno Mars - Count on Me,656083404,319996
The Script - The Man Who Can't Be Moved,655857122,764593
Chase Atlantic - Friends,655386307,530176
Lynyrd Skynyrd - Free Bird,654979582,405754
Morgan Wallen - You Proof,654471059,1250935
Calle 24 - Que Onda,654385696,1386784
Rich The Kid - Plug Walk,654216854,90164
James Arthur - Naked,653696442,168761
Coldplay - Hymn for the Weekend,653568509,110193
Tropical Florida - Good Feeling,653554249,381345
Drake - Headlines,653178059,293219
Flipp Dinero - Leave Me Alone,652767116,111042
Eagles - Take It Easy,652416979,486332
Taylor Swift - Paper Rings,652238642,384462
Yusuf / Cat Stevens - Wild World,652230088,462830
Sebastian Yatra - Traicionera,652208121,190225
Aventura - Ella Y Yo,652109082,506911
Martin Garrix - Summer Days,651625222,182393
ROSALÍA - BESO,651452206,424381
Gera MX - Botella Tras Botella,651162394,394548
Akon - Lonely,651046922,559287
Two Feet - Go Fuck Yourself,650935097,175837
Selena Gomez - Same Old Love,650774983,164387
Daryl Hall & John Oates - Maneater,650732438,837289
Kiiara - Gold,650091005,80766
The Beatles - Yesterday,649795210,414532
Clean Bandit - I Miss You,649756509,62727
Bad Bunny - Amorfoda,649687835,240285
Adele - Water Under the Bridge,649608992,207843
FRENSHIP - Capsize,649523236,67395
Limp Bizkit - Break Stuff,649516888,773323
Lil Pump - Gucci Gang,649091481,40281
Alicia Keys - Girl on Fire,648817240,287302
Cardi B - Up,648487241,186714
Travis Scott - YOSEMITE,648302119,173209
DaBaby - Suge,648240721,88508
James TW - When You Love Someone,648126228,112873
Lou Bega - Mambo No. 5 (a Little Bit of...),647857087,321335
Frank Sinatra - Fly Me To The Moon (In Other Words),647838867,295765
Fall Out Boy - My Songs Know What You Did In The Dark (Light Em Up),647790057,337783
Disclosure - You & Me,647772814,221882
Jason Derulo - Whatcha Say,647078629,251479
Zach Bryan - I Remember Everything,646965060,1886897
Katy Perry - Unconditionally,646877101,369446
Naughty Boy - La La La,646835651,311563
Beyoncé - Love On Top,646462228,207781
Kansas - Carry on Wayward Son,646449038,309320
Kanye West - All Falls Down,645791292,582265
The xx - Intro,645488716,209410
Hailee Steinfeld - Love Myself,645423640,115707
Troye Sivan - YOUTH,644996472,136617
Drake - Best I Ever Had,644969647,288372
Sebastian Yatra - Tacones Rojos,644679816,326316
MGMT - Little Dark Age,644510492,344646
Cigarettes After Sex - K.,644509599,690225
Metro Boomin - Trance,644483676,789912
SZA - Broken Clocks,643981380,794943
Little Mix - Black Magic,643849627,203774
Los Legendarios - Fiel,643703115,130923
21 Savage - ball w/o you,643616417,759866
Artemas - i like the way you kiss me,643490120,4581119
Olivia Rodrigo - brutal,643267688,358045
V - Love Me Again,642959895,1856346
Kelly Clarkson - Underneath the Tree,642589290,13661
Wheatus - Teenage Dirtbag,642336424,433319
Gwen Stefani - The Sweet Escape,642125057,464489
Billie Eilish - all the good girls go to hell,641936955,208079
Mike Posner - Cooler Than Me,641650993,554740
Olly Alexander (Years & Years) - King,641507337,348830
Sabrina Carpenter - Espresso,641204979,10605817
Dove Cameron - Boyfriend,640931108,346899
Miley Cyrus - The Climb,640717326,284728
KAROL G - AMARGURA,640686677,1429501
David Guetta - Flames,640545885,99633
Bring Me The Horizon - Can You Feel My Heart,639964784,300906
Wiz Khalifa - Black and Yellow,639163244,257907
Dua Lipa - Kiss and Make Up,638942494,196881
Bon Iver - Skinny Love,638902519,156548
Foo Fighters - Best of You,638281394,296673
Chris Isaak - Wicked Game,637885723,565181
Adele - All I Ask,637810687,238366
Mötley Crüe - Kickstart My Heart,637784787,420872
Rels B - A Mí,637509720,588894
Anitta - Envolver,637088889,220679
The Kooks - Naive,637079873,408095
Halsey - Bad At Love,636130168,139955
Kina - Can We Kiss Forever?,636029601,156784
J. Cole - Power Trip,635930506,406912
Libianca - People,635854679,417139
Ariana Grande - breathin,634717884,107756
Sam Fischer - This City,634617722,141477
BTS - DNA,634476235,169002
Oliver Tree - Miss You,634280052,342315
Post Malone - One Right Now,633844441,243771
$uicideboy$ - Kill Yourself (Part III),633371462,315917
Metro Boomin - 10 Freaky Girls,633259945,265760
Gwen Stefani - Hollaback Girl,632900531,355176
P!nk - So What,632601656,344546
UB40 - Red Red Wine,632066866,403321
The Chainsmokers - Takeaway,631795504,105070
Rita Ora - Your Song,631086465,72260
La Oreja de Van Gogh - Rosas,630751595,529689
Miley Cyrus - Midnight Sky,630607359,151049
Dexys Midnight Runners - Come On Eileen,630254461,370156
James Hype - Ferrari,630098033,479215
Feid - LUNA,629799473,2933530
Lizzo - Good as Hell,629532026,223978
Boza - Hecha Pa' Mi,629369153,206329
INTERWORLD - METAMORPHOSIS,629288806,524002
J. Cole - She Knows,629064079,196677
Summer Walker - Girls Need Love,629009725,324663
Justin Bieber - Eenie Meenie,628838397,637188
Flo Rida - Right Round,628717502,457914
The Killers - When You Were Young,628546893,305403
Duke Dumont - Ocean Drive,627181614,347179
ScHoolboy Q - Collard Greens,626749227,347859
Rae Sremmurd - Come Get Her,626710296,194522
OneRepublic - Secrets,626634820,278541
Juice WRLD - Wasted,626569741,253831
Nelly Furtado - Say It Right,626409901,472726
Rauw Alejandro - Tattoo,626037857,223824
Bad Bunny - Sensualidad,625633580,136242
Morat - Cuando Nadie Ve,625295038,428564
"Stevie Wonder - Signed, Sealed, Delivered (I'm Yours)",625030613,292114
JENNIE - SOLO,625003390,303626
Dean Martin - Let It Snow! Let It Snow! Let It Snow!,624917677,14194
Post Malone - Take What You Want,624801951,265250
Drake - Take Care,624570992,232446
Ariana Grande - we can't be friends (wait for your love),624286889,3583366
Khalid - OTW,624210443,100601
Ellie Goulding - Close To Me,624152881,61652
Jax Jones - You Don't Know Me,623950842,120970
cassö - Prada,623777215,1690085
Thomas Rhett - Die A Happy Man,623650903,161345
The Chainsmokers - This Feeling,623449563,117086
Eiffel 65 - Blue (Da Ba Dee),623299924,259395
OneRepublic - Rescue Me,623127017,142077
Hombres G - Devuélveme a mi chica,622886504,473472
Colbie Caillat - Bubbly,622573509,255115
21 Savage - Glock In My Lap,622024570,846959
Queen - I Want To Break Free,621769452,238427
Dua Lipa - Be the One,621695597,196214
"Tyler, The Creator - NEW MAGIC WAND",621543360,416246
SYML - Where's My Love,621535535,584664
Marc Anthony - Vivir Mi Vida,621323975,303131
R. Kelly - Ignition,620772281,119737
The Strokes - Last Nite,620726744,478379
blackbear - do re mi,620486462,96041
Jet - Are You Gonna Be My Girl,620482398,339066
2Pac - Hit 'Em Up,619765749,488841
Muse - Uprising,619569335,255501
Mac Miller - Weekend,619326408,187239
NewJeans - Ditto,618923071,514101
Snakehips - All My Friends,618650172,123678
Silk City - Electricity,618601730,102491
Cutting Crew - (I Just) Died In Your Arms,618514977,478049
Tom Walker - Leave a Light On,618440781,209106
Alessia Cara - Here,618421595,228135
Joji - Sanctuary,618335223,246239
Tove Lo - Stay High,617870225,144328
Hailee Steinfeld - Most Girls,617863142,71103
Sech - Relación,617790294,84642
Cher - Believe,617686536,360481
Stevie Wonder - Superstition,617322503,269071
Paulo Londra - Nena Maldición,617289846,251758
Tove Lo - Habits (Stay High),616910938,134684
Taylor Swift - champagne problems,616704516,408230
Michael Bublé - Holly Jolly Christmas,616388803,7795
Majestic - Rasputin,616194493,366314
Meghan Trainor - NO,615993060,218240
Mariah Carey - We Belong Together,615968171,356017
Maluma - HP,615356809,100729
Labrinth - Mount Everest,615335336,359575
Ricky Martin - Vente Pa' Ca,615284849,152822
Gente De Zona - La Gozadera,615138145,240784
Bryan Adams - Heaven,615082091,371606
Johnny Cash - Hurt,614753372,186748
The Cinematic Orchestra - To Build A Home,614651275,265751
Buffalo Springfield - For What It's Worth,614607033,357775
John Travolta - You're The One That I Want,614476532,221494
Lady Gaga - Born This Way,614323232,316947
Nirvana - Lithium,614205405,311683
Morgan Wallen - Chasin' You,613970444,458299
Justin Timberlake - Rock Your Body,613791352,621832
Auli'i Cravalho - How Far I'll Go,613666119,290012
Roxette - It Must Have Been Love,613643838,427048
Adele - Chasing Pavements,613357795,308982
The Script - Superheroes,613340188,195110
The Cardigans - Lovefool,613221230,688598
Tove Lo - Talking Body,613192307,186444
Billie Eilish - No Time To Die,613116166,239777
Kanye West - Black Skinhead,613094197,159604
Kid Cudi - Pursuit Of Happiness,612954262,191442
Cigarettes After Sex - Sunsetz,612877496,662970
The Chainsmokers - Call You Mine,612567342,81812
Led Zeppelin - Whole Lotta Love,612520243,247106
Dolly Parton - 9 to 5,612430301,581628
Shawn Mendes - I Know What You Did Last Summer,612355359,161422
The Smashing Pumpkins - 1979,612082585,431064
THE ANXIETY - Meet Me At Our Spot,611645608,213569
B.o.B - Nothin' on You,611385016,381266
Daft Punk - One More Time,610954147,335309
One Direction - Little Things,610927771,145075
Kanye West - Famous,610917418,148586
Paul Simon - You Can Call Me Al,610608117,236890
Thirty Seconds To Mars - The Kill,610587412,442261
David Guetta - Say My Name,610499384,239814
Alejandro Fernández - Me Dediqué a Perderte,610416076,229677
Aretha Franklin - Respect,610412896,275139
PARTYNEXTDOOR - Come and See Me,610328915,147487
Lorde - Ribs,610081701,328467
The Rolling Stones - Gimme Shelter,609886933,297786
Europe - The Final Countdown,609852489,324531
J Balvin - Bonita,609225711,207653
"Alan Walker - Alone, Pt. II",609195043,334437
J Balvin - Rojo,609111648,290121
"Shakira - Whenever, Wherever",609077173,369874
Beyoncé - Drunk in Love,608772304,169456
Carin Leon - Primera Cita,608249012,1095138
Phil Collins - You Can't Hurry Love,607997380,287336
Chino & Nacho - Andas En Mi Cabeza,607508530,217523
Shawn Mendes - Monster (Shawn Mendes & Justin Bieber),607220830,145557
ZZ Top - La Grange (2005 Remaster),607179236,647065
A$AP Rocky - Sundress,606637557,1334240
Ed Sheeran - Tenerife Sea,606624082,108795
Martin Garrix - There for You,606454432,62414
Carrie Underwood - Before He Cheats,606403227,348969
Rauw Alejandro - Cúrame,605818253,901742
Doja Cat - Get Into It (Yuh),605250376,247612
Beyoncé - Irreplaceable,604985771,208091
Kendrick Lamar - King Kunta,604813997,319599
Travis Scott - CAN'T SAY,604736915,429185
The Smiths - There Is a Light That Never Goes Out,604695134,548116
The Rare Occasions - Notion,604441274,693578
Taylor Swift - Bad Blood,604367676,223437
Zion & Lennox - La player (Bandolera),604361065,140817
PinkPantheress - Pain,604353582,1127548
Owl City - Good Time,604299034,368667
Florence + The Machine - You've Got The Love,604237564,333908
Dan + Shay - Tequila,604036914,206876
Lil Xan - Betrayed,603946827,75017
David Guetta - Bad,603726363,156562
The Chainsmokers - All We Know,603696690,109161
Aretha Franklin - I Say a Little Prayer,603513183,235883
Incubus - Drive,603487291,547648
Quevedo - PUNTO G,603454957,340698
The Temper Trap - Sweet Disposition,603088242,415822
Kygo - Stay,603051388,54049
Commodores - Easy,603041193,265095
Frank Ocean - Novacane,603040816,553258
DJ Khaled - No Brainer,602956414,60898
Doja Cat - Ain't Shit,601885969,310572
Maluma - Sobrio,601873201,182947
Bryan Adams - (Everything I Do) I Do It For You,601601445,283598
Vacations - Young,601544064,425760
Eminem - My Name Is,601496334,352072
Christian Nodal - Adiós Amor,601422149,357790
Ritt Momney - Put Your Records On,601225034,113570
The Neighbourhood - You Get Me So High,601190685,754164
Michael Jackson - Thriller,600834534,262542
"KAROL G - Ay, DiOs Mío!",600578526,172321
Slipknot - Psychosocial,600209764,348452
Migos - Slippery,599952192,74044
Taylor Swift - Gorgeous,599564838,284617
Drake - Marvins Room,599536991,171964
Piso 21 - Pa' Olvidarme De Ella,599512093,445021
Dayglow - Can I Call You Tonight?,599177043,298321
Maluma - Corazón,599088178,119343
One Direction - You & I,598887100,245003
Snoop Dogg - Drop It Like It's Hot,598799045,293222
Childish Gambino - Me and Your Mama,598606843,383789
Jay Rock - King's Dead,598557304,184194
The Paper Kites - Bloom,598384080,392389
Alan Walker - Darkside,598225125,194637
2Pac - All Eyez On Me,598032791,373338
Pink Floyd - Comfortably Numb,598013631,248791
Tego Calderón - Pa' Que Retozen,597960136,518534
League of Legends - Legends Never Die,597837442,249510
CKay - love nwantiti,597796356,155436
BLACKPINK - As If It's Your Last,597154861,263176
Rick Springfield - Jessie's Girl,596918201,453856
Shawn Mendes - Wonder,596686516,177080
Justin Bieber - Company,596518754,245777
Burak Yeter - Tuesday,596197465,138169
Kygo - Remind Me to Forget,596024192,96190
Lady Gaga - Paparazzi,595883402,517522
Post Malone - Stay,595806013,140974
Camilo - Tutu,595385336,141308
Charlie Puth - Light Switch,595279150,193006
Simon & Garfunkel - Mrs. Robinson,595196078,460378
Bazzi - I.F.L.Y.,594697204,90000
Bad Bunny - La Corriente,594593640,316825
Linkin Park - Bleed It Out,594260113,760222
Miguel - Sky Walker,594187498,185678
Childish Gambino - This Is America,594141566,98033
Rihanna - Rude Boy,594011478,404318
Kali Uchis - After The Storm,593936565,459366
Ghost - Mary On A Cross,593803623,563738
Harry Styles - Sweet Creature,593602899,122882
Lorde - Green Light,593300814,188348
The Who - Baba O'Riley,592511938,220452
Drake - Forever,592481206,280902
Cosculluela - Madura,591751450,462899
Migos - MotorSport,591697160,84693
Gorillaz - On Melancholy Hill,591441910,410133
"Taylor Swift - You're On Your Own, Kid",591366195,410581
David Guetta - Where Them Girls At,591189012,340174
Kanye West - Violent Crimes,590832474,380632
Bazzi - Paradise,590768446,218323
YOASOBI - 夜に駆ける,590698107,258703
Breaking Benjamin - The Diary of Jane,590324337,319629
Becky G - Cuando Te Besé,589682478,182487
Daft Punk - Instant Crush,589355421,258054
Muse - Supermassive Black Hole,589102769,385101
XXXTENTACION - Arms Around You,589062997,141555
Maroon 5 - Sunday Morning,588809317,333870
Zedd - Clarity,588733367,243133
Daniel Powter - Bad Day,588550448,200738
Crowded House - Don't Dream It's Over,588379291,464775
Starship - Nothing's Gonna Stop Us Now,587982552,439610
"Fall Out Boy - Dance, Dance",587691783,415380
Chris Brown - Ayo,587669177,159795
Morat - Besos En Guerra,587365069,350126
The Beatles - Hey Jude,587363163,256505
Lana Del Rey - Radio,587276239,596523
Rema - Calm Down,587242909,348115
Simon & Garfunkel - The Sound of Silence,586946916,387074
System Of A Down - B.Y.O.B.,586864599,339845
Kanye West - Can't Tell Me Nothing,586825241,496694
The All-American Rejects - Gives You Hell,586751379,244305
The Pussycat Dolls - Don't Cha,586645326,293047
Ed Maverick - Fuentes de Ortiz,586500420,364198
Nelly - Ride Wit Me,586478426,330699
Ozuna - Una Locura,586328176,151923
Green Day - 21 Guns,586189597,247156
NF - The Search,586159850,342876
Kehlani - Nights Like This,585961014,179533
Pearl Jam - Even Flow,585438058,345401
6ix9ine - BEBE,585304202,118617
Foo Fighters - Learn to Fly,585281841,324867
Grupo Frontera - NO SE VA,585203812,328724
Rae Sremmurd - No Type,585190433,109222
Avenged Sevenfold - Hail to the King,585151604,344647
Sam Feldt - Post Malone,584792202,92371
Beyoncé - If I Were a Boy,584791826,213009
Louis Armstrong - What A Wonderful World,584679931,420442
Rauw Alejandro - El Efecto,584658542,461497
James Arthur - Car's Outside,584594734,682544
Drake - Portland,584487127,116175
NF - Lie,584406451,205839
Nicky Jam - El Amante,584346193,124343
Lykke Li - I Follow Rivers,584333104,452113
One Direction - Best Song Ever,584313373,255286
BTS - Euphoria,584189099,207615
Declan McKenna - Brazil,584151320,866527
U2 - One,584125574,270107
Hozier - Too Sweet,583770179,5649488
Arcángel - Sigues Con El,583557066,108463
Shania Twain - Man! I Feel Like A Woman!,583543380,361398
"John Denver - Take Me Home, Country Roads",583262093,230066
Peggy Lee - Little Jack Frost Get Lost,582907782,9296
Brenda Lee - Rockin' Around The Christmas Tree,582879883,8854
Bing Crosby - White Christmas,582844103,8775
Bobby Helms - Jingle Bell Rock,582765340,37790
21 Savage - X,582450265,123954
Pitbull - Fireball,582443371,579212
Sheppard - Geronimo,582352063,258197
J Balvin - No Es Justo,582126522,146337
Cardi B - Money,582081424,168845
Loren Allred - Never Enough,582012717,187607
Jung Kook - 3D,581972874,872414
Danny Ocean - Dembow,581628099,232218
Rauw Alejandro - Reloj,581449019,163576
The Rolling Stones - Sympathy For The Devil,581367175,249067
Fergie - Big Girls Don't Cry (Personal),581188117,251529
